time	avg_ATP	avg_ADP	avg_ca_mito	avg_psi_mito	avg_cai	avg_cp_prod
10963	4984.62	50.3844	0.984027	181.114	0.191331	nan
10964	4984.62	50.3845	0.984298	181.092	0.194952	nan
10965	4984.62	50.3845	0.984592	181.067	0.198743	nan
10966	4984.62	50.3845	0.98489	181.044	0.202673	nan
10967	4984.62	50.3846	0.985228	181.017	0.206815	nan
10968	4984.62	50.3846	0.985594	180.987	0.212175	nan
10969	4984.61	50.3846	0.986071	180.947	0.220464	nan
10970	4984.61	50.3847	0.986668	180.895	0.232649	nan
10971	4984.61	50.3847	0.987281	180.843	0.246674	nan
10972	4984.61	50.3847	0.987814	180.801	0.258517	nan
10973	4984.61	50.3848	0.988244	180.772	0.26661	nan
10974	4984.61	50.3848	0.988576	180.754	0.271566	nan
10975	4984.61	50.3848	0.988832	180.746	0.274107	nan
10976	4984.6	50.3849	0.989074	180.738	0.275123	nan
10977	4984.6	50.3849	0.989282	180.735	0.274801	nan
10978	4984.6	50.3849	0.989463	180.735	0.273866	nan
10979	4984.6	50.385	0.98961	180.738	0.272172	nan
10980	4984.6	50.385	0.989736	180.744	0.270264	nan
10981	4984.6	50.3851	0.989871	180.748	0.268162	nan
10982	4984.6	50.3851	0.989981	180.755	0.265648	nan
10983	4984.6	50.3851	0.990066	180.765	0.262842	nan
10984	4984.59	50.3852	0.990139	180.775	0.259995	nan
10985	4984.59	50.3852	0.990203	180.786	0.257058	nan
10986	4984.59	50.3852	0.990269	180.796	0.253945	nan
10987	4984.59	50.3853	0.990332	180.807	0.250563	nan
10988	4984.59	50.3853	0.990386	180.818	0.247336	nan
10989	4984.59	50.3853	0.990418	180.831	0.24391	nan
10990	4984.59	50.3854	0.990435	180.845	0.240543	nan
10991	4984.58	50.3854	0.990459	180.859	0.237337	nan
10992	4984.58	50.3854	0.990481	180.871	0.23413	nan
10993	4984.58	50.3855	0.990481	180.886	0.23073	nan
10994	4984.58	50.3855	0.990486	180.9	0.227686	nan
10995	4984.58	50.3855	0.990506	180.912	0.224823	nan
10996	4984.58	50.3856	0.990508	180.925	0.221946	nan
10997	4984.58	50.3856	0.990506	180.938	0.218967	nan
10998	4984.57	50.3856	0.990503	180.951	0.216036	nan
10999	4984.57	50.3857	0.990486	180.965	0.213027	nan
11000	4984.57	50.3857	0.990479	180.978	0.210214	nan
11001	4984.57	50.3857	0.990456	180.992	0.207446	nan
11002	4984.57	50.3858	0.99044	181.004	0.204591	nan
11003	4984.57	50.3858	0.990412	181.018	0.201868	nan
11004	4984.57	50.3858	0.990369	181.032	0.199195	nan
11005	4984.56	50.3859	0.990356	181.043	0.196761	nan
11006	4984.56	50.3859	0.990328	181.055	0.194469	nan
11007	4984.56	50.3859	0.990275	181.07	0.191832	nan
11008	4984.56	50.386	0.990227	181.083	0.189292	nan
11009	4984.56	50.386	0.990177	181.096	0.186757	nan
11010	4984.56	50.3861	0.990117	181.11	0.184349	nan
11011	4984.56	50.3861	0.99005	181.124	0.1819	nan
11012	4984.56	50.3861	0.989984	181.137	0.179508	nan
11013	4984.55	50.3862	0.989926	181.15	0.177253	nan
11014	4984.55	50.3862	0.989847	181.163	0.174965	nan
11015	4984.55	50.3862	0.98977	181.177	0.172815	nan
11016	4984.55	50.3863	0.989699	181.189	0.170792	nan
11017	4984.55	50.3863	0.98962	181.201	0.168817	nan
11018	4984.55	50.3863	0.989541	181.213	0.166959	nan
11019	4984.55	50.3864	0.989466	181.225	0.16524	nan
11020	4984.54	50.3864	0.989387	181.236	0.163669	nan
11021	4984.54	50.3864	0.989305	181.247	0.162031	nan
11022	4984.54	50.3865	0.989225	181.258	0.160502	nan
11023	4984.54	50.3865	0.989144	181.268	0.159022	nan
11024	4984.54	50.3865	0.989061	181.278	0.15763	nan
11025	4984.54	50.3866	0.988975	181.288	0.156347	nan
11026	4984.54	50.3866	0.988892	181.297	0.155053	nan
11027	4984.53	50.3866	0.988808	181.307	0.153835	nan
11028	4984.53	50.3867	0.988725	181.315	0.152682	nan
11029	4984.53	50.3867	0.988638	181.324	0.15161	nan
11030	4984.53	50.3867	0.988553	181.332	0.1506	nan
11031	4984.53	50.3868	0.988465	181.34	0.149619	nan
11032	4984.53	50.3868	0.988376	181.348	0.148643	nan
11033	4984.53	50.3868	0.988284	181.356	0.147611	nan
11034	4984.53	50.3869	0.988185	181.365	0.146606	nan
11035	4984.52	50.3869	0.988092	181.372	0.145647	nan
11036	4984.52	50.3869	0.988	181.38	0.144746	nan
11037	4984.52	50.387	0.987916	181.386	0.143948	nan
11038	4984.52	50.387	0.987842	181.39	0.143355	nan
11039	4984.52	50.387	0.98777	181.394	0.142941	nan
11040	4984.52	50.3871	0.987691	181.399	0.142596	nan
11041	4984.52	50.3871	0.987623	181.403	0.142364	nan
11042	4984.51	50.3871	0.987578	181.404	0.142343	nan
11043	4984.51	50.3872	0.987524	181.405	0.142361	nan
11044	4984.51	50.3872	0.987474	181.407	0.142474	nan
11045	4984.51	50.3872	0.987429	181.407	0.142697	nan
11046	4984.51	50.3873	0.987389	181.407	0.142877	nan
11047	4984.51	50.3873	0.987348	181.407	0.143232	nan
11048	4984.51	50.3874	0.987306	181.408	0.143638	nan
11049	4984.5	50.3874	0.987257	181.409	0.144033	nan
11050	4984.5	50.3874	0.987211	181.409	0.144561	nan
11051	4984.5	50.3875	0.987177	181.409	0.145325	nan
11052	4984.5	50.3875	0.987157	181.406	0.146143	nan
11053	4984.5	50.3875	0.987162	181.402	0.147177	nan
11054	4984.5	50.3876	0.987204	181.393	0.148513	nan
11055	4984.5	50.3876	0.987273	181.382	0.149902	nan
11056	4984.5	50.3876	0.98738	181.367	0.151504	nan
11057	4984.49	50.3877	0.987523	181.349	0.153205	nan
11058	4984.49	50.3877	0.987705	181.327	0.155305	nan
11059	4984.49	50.3877	0.987908	181.303	0.157925	nan
11060	4984.49	50.3878	0.988078	181.285	0.160829	nan
11061	4984.49	50.3878	0.988252	181.266	0.164017	nan
11062	4984.49	50.3878	0.988421	181.249	0.167411	nan
11063	4984.49	50.3879	0.988639	181.227	0.171096	nan
11064	4984.48	50.3879	0.988924	181.198	0.17509	nan
11065	4984.48	50.3879	0.989243	181.167	0.179524	nan
11066	4984.48	50.388	0.989562	181.137	0.183952	nan
11067	4984.48	50.388	0.989897	181.107	0.18871	nan
11068	4984.48	50.388	0.990194	181.082	0.193376	nan
11069	4984.48	50.3881	0.990461	181.061	0.197676	nan
11070	4984.48	50.3881	0.990708	181.043	0.201328	nan
11071	4984.47	50.3881	0.990975	181.023	0.204912	nan
11072	4984.47	50.3882	0.991274	181	0.208979	nan
11073	4984.47	50.3882	0.991618	180.974	0.214501	nan
11074	4984.47	50.3882	0.992054	180.938	0.222726	nan
11075	4984.47	50.3883	0.992598	180.892	0.234684	nan
11076	4984.47	50.3883	0.99318	180.843	0.248412	nan
11077	4984.47	50.3883	0.993724	180.8	0.260544	nan
11078	4984.46	50.3884	0.994146	180.772	0.268625	nan
11079	4984.46	50.3884	0.994496	180.752	0.273388	nan
11080	4984.46	50.3884	0.994769	180.741	0.275744	nan
11081	4984.46	50.3885	0.994963	180.74	0.276409	nan
11082	4984.46	50.3885	0.995142	180.739	0.275865	nan
11083	4984.46	50.3886	0.995321	180.739	0.274656	nan
11084	4984.46	50.3886	0.995469	180.742	0.272898	nan
11085	4984.46	50.3886	0.995591	180.748	0.270438	nan
11086	4984.45	50.3887	0.995692	180.756	0.267542	nan
11087	4984.45	50.3887	0.995796	180.763	0.264458	nan
11088	4984.45	50.3887	0.995869	180.773	0.261371	nan
11089	4984.45	50.3888	0.995945	180.783	0.258198	nan
11090	4984.45	50.3888	0.996013	180.793	0.255029	nan
11091	4984.45	50.3888	0.996067	180.805	0.251891	nan
11092	4984.45	50.3889	0.996104	180.818	0.248799	nan
11093	4984.44	50.3889	0.996153	180.829	0.245733	nan
11094	4984.44	50.3889	0.99619	180.841	0.242673	nan
11095	4984.44	50.389	0.996215	180.854	0.239498	nan
11096	4984.44	50.389	0.99624	180.866	0.236489	nan
11097	4984.44	50.389	0.996264	180.879	0.233465	nan
11098	4984.44	50.3891	0.996284	180.891	0.23058	nan
11099	4984.44	50.3891	0.996295	180.904	0.227574	nan
11100	4984.43	50.3891	0.996293	180.918	0.224222	nan
11101	4984.43	50.3892	0.99628	180.932	0.221248	nan
11102	4984.43	50.3892	0.996275	180.946	0.218207	nan
11103	4984.43	50.3892	0.996263	180.959	0.215429	nan
11104	4984.43	50.3893	0.996244	180.973	0.212658	nan
11105	4984.43	50.3893	0.996193	180.99	0.209598	nan
11106	4984.43	50.3893	0.996147	181.006	0.206503	nan
11107	4984.42	50.3894	0.996101	181.021	0.203652	nan
11108	4984.42	50.3894	0.996052	181.036	0.201196	nan
11109	4984.42	50.3894	0.996012	181.05	0.198601	nan
11110	4984.42	50.3895	0.995964	181.064	0.196118	nan
11111	4984.42	50.3895	0.995913	181.078	0.193625	nan
11112	4984.42	50.3896	0.995861	181.091	0.191103	nan
11113	4984.42	50.3896	0.995819	181.103	0.188706	nan
11114	4984.42	50.3896	0.995772	181.115	0.186257	nan
11115	4984.41	50.3897	0.995717	181.128	0.183977	nan
11116	4984.41	50.3897	0.995667	181.139	0.181804	nan
11117	4984.41	50.3897	0.995616	181.15	0.179639	nan
11118	4984.41	50.3898	0.99555	181.163	0.177433	nan
11119	4984.41	50.3898	0.995473	181.176	0.175266	nan
11120	4984.41	50.3898	0.995392	181.189	0.17311	nan
11121	4984.41	50.3899	0.99531	181.202	0.171068	nan
11122	4984.4	50.3899	0.995225	181.215	0.169094	nan
11123	4984.4	50.3899	0.995136	181.227	0.16717	nan
11124	4984.4	50.39	0.995048	181.239	0.165301	nan
11125	4984.4	50.39	0.994961	181.251	0.163535	nan
11126	4984.4	50.39	0.99488	181.261	0.161904	nan
11127	4984.4	50.3901	0.994788	181.273	0.160298	nan
11128	4984.4	50.3901	0.994698	181.283	0.15875	nan
11129	4984.39	50.3901	0.994619	181.292	0.15727	nan
11130	4984.39	50.3902	0.994539	181.301	0.155817	nan
11131	4984.39	50.3902	0.994467	181.309	0.154476	nan
11132	4984.39	50.3902	0.994386	181.317	0.153156	nan
11133	4984.39	50.3903	0.994301	181.325	0.151876	nan
11134	4984.39	50.3903	0.994215	181.334	0.150641	nan
11135	4984.39	50.3903	0.994127	181.342	0.149566	nan
11136	4984.39	50.3904	0.994035	181.35	0.148594	nan
11137	4984.38	50.3904	0.993948	181.357	0.14778	nan
11138	4984.38	50.3904	0.993852	181.365	0.146997	nan
11139	4984.38	50.3905	0.993775	181.371	0.146375	nan
11140	4984.38	50.3905	0.993707	181.375	0.145827	nan
11141	4984.38	50.3905	0.993635	181.38	0.145386	nan
11142	4984.38	50.3906	0.993562	181.385	0.145012	nan
11143	4984.38	50.3906	0.993489	181.389	0.144683	nan
11144	4984.37	50.3906	0.993439	181.391	0.144479	nan
11145	4984.37	50.3907	0.993403	181.391	0.144352	nan
11146	4984.37	50.3907	0.993392	181.389	0.144396	nan
11147	4984.37	50.3907	0.993367	181.388	0.144556	nan
11148	4984.37	50.3908	0.993338	181.387	0.144744	nan
11149	4984.37	50.3908	0.993313	181.386	0.145029	nan
11150	4984.37	50.3909	0.993283	181.386	0.145256	nan
11151	4984.36	50.3909	0.993258	181.385	0.145384	nan
11152	4984.36	50.3909	0.99324	181.383	0.145453	nan
11153	4984.36	50.391	0.993229	181.381	0.145708	nan
11154	4984.36	50.391	0.993207	181.38	0.146022	nan
11155	4984.36	50.391	0.993185	181.379	0.146549	nan
11156	4984.36	50.3911	0.99316	181.378	0.14715	nan
11157	4984.36	50.3911	0.993148	181.376	0.147779	nan
11158	4984.36	50.3911	0.993145	181.373	0.148557	nan
11159	4984.35	50.3912	0.993177	181.366	0.149366	nan
11160	4984.35	50.3912	0.993262	181.354	0.150515	nan
11161	4984.35	50.3912	0.993348	181.343	0.151933	nan
11162	4984.35	50.3913	0.99342	181.333	0.153515	nan
11163	4984.35	50.3913	0.993497	181.323	0.155245	nan
11164	4984.35	50.3913	0.99361	181.309	0.157563	nan
11165	4984.35	50.3914	0.993771	181.291	0.160234	nan
11166	4984.34	50.3914	0.99394	181.272	0.163253	nan
11167	4984.34	50.3914	0.994122	181.253	0.166489	nan
11168	4984.34	50.3915	0.994294	181.236	0.169891	nan
11169	4984.34	50.3915	0.994493	181.216	0.173649	nan
11170	4984.34	50.3915	0.99469	181.198	0.177256	nan
11171	4984.34	50.3916	0.99489	181.179	0.180844	nan
11172	4984.34	50.3916	0.995136	181.157	0.184078	nan
11173	4984.33	50.3916	0.995394	181.134	0.187219	nan
11174	4984.33	50.3917	0.995666	181.11	0.190447	nan
11175	4984.33	50.3917	0.995955	181.085	0.193949	nan
11176	4984.33	50.3917	0.996256	181.06	0.197797	nan
11177	4984.33	50.3918	0.996534	181.039	0.201751	nan
11178	4984.33	50.3918	0.996885	181.01	0.206521	nan
11179	4984.33	50.3918	0.997331	180.972	0.213279	nan
11180	4984.32	50.3919	0.997888	180.923	0.223641	nan
11181	4984.32	50.3919	0.998481	180.872	0.237075	nan
11182	4984.32	50.3919	0.99906	180.824	0.250565	nan
11183	4984.32	50.392	0.999542	180.788	0.260882	nan
11184	4984.32	50.392	0.999952	180.761	0.268054	nan
11185	4984.32	50.392	1.00029	180.744	0.272211	nan
11186	4984.32	50.3921	1.00055	180.734	0.273991	nan
11187	4984.32	50.3921	1.00078	180.729	0.274302	nan
11188	4984.31	50.3922	1.00096	180.728	0.273295	nan
11189	4984.31	50.3922	1.00109	180.733	0.271637	nan
11190	4984.31	50.3922	1.00122	180.738	0.26935	nan
11191	4984.31	50.3923	1.00134	180.745	0.266635	nan
11192	4984.31	50.3923	1.00144	180.753	0.263703	nan
11193	4984.31	50.3923	1.00153	180.761	0.260939	nan
11194	4984.31	50.3924	1.00161	180.771	0.258025	nan
11195	4984.3	50.3924	1.00167	180.782	0.254989	nan
11196	4984.3	50.3924	1.00174	180.792	0.251912	nan
11197	4984.3	50.3925	1.0018	180.803	0.248826	nan
11198	4984.3	50.3925	1.00187	180.811	0.245869	nan
11199	4984.3	50.3925	1.00192	180.823	0.242554	nan
11200	4984.3	50.3926	1.00195	180.835	0.239187	nan
11201	4984.3	50.3926	1.00197	180.849	0.236081	nan
11202	4984.29	50.3926	1.00201	180.86	0.232751	nan
11203	4984.29	50.3927	1.00203	180.873	0.229571	nan
11204	4984.29	50.3927	1.00202	180.888	0.22616	nan
11205	4984.29	50.3927	1.00203	180.902	0.222924	nan
11206	4984.29	50.3928	1.00202	180.916	0.220055	nan
11207	4984.29	50.3928	1.00201	180.93	0.217248	nan
11208	4984.29	50.3928	1.002	180.943	0.214414	nan
11209	4984.28	50.3929	1.00202	180.954	0.211648	nan
11210	4984.28	50.3929	1.00201	180.967	0.208778	nan
11211	4984.28	50.3929	1.00198	180.981	0.205724	nan
11212	4984.28	50.393	1.00195	180.995	0.203016	nan
11213	4984.28	50.393	1.0019	181.011	0.200059	nan
11214	4984.28	50.3931	1.00187	181.025	0.197314	nan
11215	4984.28	50.3931	1.00184	181.037	0.194823	nan
11216	4984.28	50.3931	1.00178	181.052	0.192233	nan
11217	4984.27	50.3932	1.00173	181.067	0.189586	nan
11218	4984.27	50.3932	1.00168	181.08	0.187401	nan
11219	4984.27	50.3932	1.00162	181.094	0.185023	nan
11220	4984.27	50.3933	1.00156	181.107	0.182686	nan
11221	4984.27	50.3933	1.0015	181.12	0.180648	nan
11222	4984.27	50.3933	1.00143	181.134	0.178468	nan
11223	4984.27	50.3934	1.00135	181.148	0.176377	nan
11224	4984.26	50.3934	1.00127	181.162	0.174408	nan
11225	4984.26	50.3934	1.00119	181.175	0.172439	nan
11226	4984.26	50.3935	1.00111	181.187	0.170515	nan
11227	4984.26	50.3935	1.00104	181.199	0.168631	nan
11228	4984.26	50.3935	1.00096	181.211	0.16677	nan
11229	4984.26	50.3936	1.00089	181.221	0.165053	nan
11230	4984.26	50.3936	1.00081	181.232	0.163362	nan
11231	4984.25	50.3936	1.00073	181.243	0.161719	nan
11232	4984.25	50.3937	1.00064	181.254	0.160142	nan
11233	4984.25	50.3937	1.00055	181.265	0.158541	nan
11234	4984.25	50.3937	1.00046	181.276	0.157053	nan
11235	4984.25	50.3938	1.00036	181.287	0.15561	nan
11236	4984.25	50.3938	1.00027	181.297	0.154256	nan
11237	4984.25	50.3938	1.00019	181.306	0.153045	nan
11238	4984.25	50.3939	1.00009	181.315	0.151883	nan
11239	4984.24	50.3939	1	181.324	0.150745	nan
11240	4984.24	50.3939	0.999921	181.331	0.149685	nan
11241	4984.24	50.394	0.999842	181.338	0.148668	nan
11242	4984.24	50.394	0.999764	181.345	0.147633	nan
11243	4984.24	50.394	0.99968	181.352	0.146689	nan
11244	4984.24	50.3941	0.999593	181.359	0.145744	nan
11245	4984.24	50.3941	0.99951	181.365	0.144889	nan
11246	4984.23	50.3941	0.999432	181.37	0.14416	nan
11247	4984.23	50.3942	0.999361	181.375	0.143477	nan
11248	4984.23	50.3942	0.999287	181.379	0.142874	nan
11249	4984.23	50.3942	0.999207	181.384	0.142307	nan
11250	4984.23	50.3943	0.999138	181.388	0.141845	nan
11251	4984.23	50.3943	0.999081	181.39	0.141443	nan
11252	4984.23	50.3943	0.999017	181.393	0.141098	nan
11253	4984.22	50.3944	0.998963	181.395	0.140889	nan
11254	4984.22	50.3944	0.998906	181.397	0.140799	nan
11255	4984.22	50.3945	0.998846	181.399	0.140813	nan
11256	4984.22	50.3945	0.99878	181.402	0.140844	nan
11257	4984.22	50.3945	0.998717	181.404	0.140819	nan
11258	4984.22	50.3946	0.998681	181.403	0.141045	nan
11259	4984.22	50.3946	0.998652	181.402	0.141458	nan
11260	4984.22	50.3946	0.998641	181.398	0.141974	nan
11261	4984.21	50.3947	0.998662	181.392	0.142685	nan
11262	4984.21	50.3947	0.998714	181.382	0.143676	nan
11263	4984.21	50.3947	0.998739	181.375	0.144571	nan
11264	4984.21	50.3948	0.998758	181.37	0.145326	nan
11265	4984.21	50.3948	0.998778	181.364	0.146067	nan
11266	4984.21	50.3948	0.998796	181.359	0.146963	nan
11267	4984.21	50.3949	0.998811	181.354	0.147851	nan
11268	4984.2	50.3949	0.998865	181.346	0.14911	nan
11269	4984.2	50.3949	0.998928	181.336	0.150849	nan
11270	4984.2	50.395	0.999031	181.323	0.153112	nan
11271	4984.2	50.395	0.999172	181.306	0.156046	nan
11272	4984.2	50.395	0.999322	181.289	0.159511	nan
11273	4984.2	50.3951	0.999509	181.268	0.163202	nan
11274	4984.2	50.3951	0.99969	181.249	0.166837	nan
11275	4984.19	50.3951	0.999904	181.227	0.170548	nan
11276	4984.19	50.3952	1.00016	181.201	0.174155	nan
11277	4984.19	50.3952	1.00044	181.174	0.178088	nan
11278	4984.19	50.3952	1.00073	181.147	0.182018	nan
11279	4984.19	50.3953	1.00099	181.124	0.185831	nan
11280	4984.19	50.3953	1.00127	181.1	0.189787	nan
11281	4984.19	50.3953	1.00156	181.075	0.193618	nan
11282	4984.19	50.3954	1.00184	181.051	0.197423	nan
11283	4984.18	50.3954	1.00214	181.029	0.201334	nan
11284	4984.18	50.3954	1.00245	181.003	0.205986	nan
11285	4984.18	50.3955	1.00283	180.973	0.211829	nan
11286	4984.18	50.3955	1.00328	180.935	0.220562	nan
11287	4984.18	50.3955	1.00387	180.884	0.233269	nan
11288	4984.18	50.3956	1.00447	180.833	0.247592	nan
11289	4984.18	50.3956	1.005	180.792	0.259348	nan
11290	4984.17	50.3956	1.00542	180.763	0.267561	nan
11291	4984.17	50.3957	1.00578	180.743	0.272663	nan
11292	4984.17	50.3957	1.00608	180.729	0.275114	nan
11293	4984.17	50.3958	1.0063	180.725	0.275875	nan
11294	4984.17	50.3958	1.00648	180.724	0.275173	nan
11295	4984.17	50.3958	1.00664	180.726	0.273998	nan
11296	4984.17	50.3959	1.00678	180.73	0.272253	nan
11297	4984.16	50.3959	1.00691	180.736	0.269622	nan
11298	4984.16	50.3959	1.00701	180.743	0.266784	nan
11299	4984.16	50.396	1.00711	180.751	0.264004	nan
11300	4984.16	50.396	1.0072	180.76	0.261041	nan
11301	4984.16	50.396	1.00726	180.771	0.257905	nan
11302	4984.16	50.3961	1.00734	180.781	0.254896	nan
11303	4984.16	50.3961	1.00739	180.792	0.251695	nan
11304	4984.15	50.3961	1.00743	180.805	0.248366	nan
11305	4984.15	50.3962	1.00748	180.816	0.245362	nan
11306	4984.15	50.3962	1.00751	180.829	0.242211	nan
11307	4984.15	50.3962	1.00753	180.843	0.239147	nan
11308	4984.15	50.3963	1.00754	180.857	0.235862	nan
11309	4984.15	50.3963	1.00755	180.87	0.232572	nan
11310	4984.15	50.3963	1.00758	180.882	0.229432	nan
11311	4984.15	50.3964	1.00758	180.896	0.226425	nan
11312	4984.14	50.3964	1.00758	180.91	0.223176	nan
11313	4984.14	50.3964	1.00761	180.92	0.220281	nan
11314	4984.14	50.3965	1.00761	180.932	0.217533	nan
11315	4984.14	50.3965	1.0076	180.946	0.214608	nan
11316	4984.14	50.3965	1.00757	180.961	0.211505	nan
11317	4984.14	50.3966	1.00755	180.974	0.208518	nan
11318	4984.14	50.3966	1.00752	180.989	0.205471	nan
11319	4984.13	50.3967	1.00749	181.003	0.20266	nan
11320	4984.13	50.3967	1.00745	181.017	0.200028	nan
11321	4984.13	50.3967	1.0074	181.032	0.197333	nan
11322	4984.13	50.3968	1.00735	181.046	0.194732	nan
11323	4984.13	50.3968	1.00731	181.059	0.19215	nan
11324	4984.13	50.3968	1.00726	181.073	0.189692	nan
11325	4984.13	50.3969	1.00722	181.085	0.187479	nan
11326	4984.12	50.3969	1.00715	181.099	0.185043	nan
11327	4984.12	50.3969	1.00708	181.113	0.182618	nan
11328	4984.12	50.397	1.00702	181.127	0.180209	nan
11329	4984.12	50.397	1.00695	181.14	0.177995	nan
11330	4984.12	50.397	1.00688	181.153	0.175802	nan
11331	4984.12	50.3971	1.0068	181.166	0.173667	nan
11332	4984.12	50.3971	1.00672	181.179	0.171711	nan
11333	4984.11	50.3971	1.00664	181.191	0.16967	nan
11334	4984.11	50.3972	1.00656	181.203	0.167745	nan
11335	4984.11	50.3972	1.00648	181.215	0.165889	nan
11336	4984.11	50.3972	1.0064	181.226	0.164096	nan
11337	4984.11	50.3973	1.00632	181.236	0.162414	nan
11338	4984.11	50.3973	1.00624	181.247	0.160795	nan
11339	4984.11	50.3973	1.00615	181.258	0.159257	nan
11340	4984.11	50.3974	1.00607	181.268	0.157899	nan
11341	4984.1	50.3974	1.00601	181.275	0.156668	nan
11342	4984.1	50.3974	1.00595	181.282	0.155515	nan
11343	4984.1	50.3975	1.00589	181.288	0.154442	nan
11344	4984.1	50.3975	1.00581	181.296	0.153365	nan
11345	4984.1	50.3975	1.00572	181.305	0.1523	nan
11346	4984.1	50.3976	1.00562	181.315	0.151189	nan
11347	4984.1	50.3976	1.00551	181.326	0.149976	nan
11348	4984.09	50.3976	1.00542	181.335	0.148878	nan
11349	4984.09	50.3977	1.00532	181.343	0.147832	nan
11350	4984.09	50.3977	1.00524	181.35	0.146919	nan
11351	4984.09	50.3977	1.00517	181.354	0.146189	nan
11352	4984.09	50.3978	1.0051	181.359	0.145353	nan
11353	4984.09	50.3978	1.00503	181.364	0.144615	nan
11354	4984.09	50.3978	1.00497	181.367	0.143978	nan
11355	4984.08	50.3979	1.0049	181.371	0.143383	nan
11356	4984.08	50.3979	1.00483	181.375	0.142867	nan
11357	4984.08	50.3979	1.00476	181.379	0.142409	nan
11358	4984.08	50.398	1.00469	181.383	0.14203	nan
11359	4984.08	50.398	1.00462	181.386	0.141776	nan
11360	4984.08	50.3981	1.00456	181.389	0.141631	nan
11361	4984.08	50.3981	1.0045	181.392	0.141565	nan
11362	4984.08	50.3981	1.00444	181.393	0.141548	nan
11363	4984.07	50.3982	1.00437	181.396	0.14157	nan
11364	4984.07	50.3982	1.00433	181.396	0.141711	nan
11365	4984.07	50.3982	1.00428	181.397	0.141921	nan
11366	4984.07	50.3983	1.00422	181.399	0.142078	nan
11367	4984.07	50.3983	1.00418	181.399	0.142172	nan
11368	4984.07	50.3983	1.00415	181.396	0.142385	nan
11369	4984.07	50.3984	1.00413	181.394	0.142705	nan
11370	4984.06	50.3984	1.00413	181.39	0.143073	nan
11371	4984.06	50.3984	1.00412	181.386	0.143734	nan
11372	4984.06	50.3985	1.00413	181.382	0.144379	nan
11373	4984.06	50.3985	1.00415	181.375	0.145357	nan
11374	4984.06	50.3985	1.00418	181.368	0.146667	nan
11375	4984.06	50.3986	1.00424	181.357	0.148133	nan
11376	4984.06	50.3986	1.00433	181.345	0.149865	nan
11377	4984.05	50.3986	1.00442	181.332	0.152034	nan
11378	4984.05	50.3987	1.0045	181.321	0.154472	nan
11379	4984.05	50.3987	1.0046	181.309	0.157061	nan
11380	4984.05	50.3987	1.00471	181.295	0.159876	nan
11381	4984.05	50.3988	1.00488	181.276	0.163137	nan
11382	4984.05	50.3988	1.00511	181.252	0.166865	nan
11383	4984.05	50.3988	1.00539	181.221	0.171368	nan
11384	4984.05	50.3989	1.00569	181.191	0.176111	nan
11385	4984.04	50.3989	1.00599	181.162	0.180641	nan
11386	4984.04	50.3989	1.0063	181.133	0.185228	nan
11387	4984.04	50.399	1.00658	181.108	0.189911	nan
11388	4984.04	50.399	1.00687	181.083	0.194816	nan
11389	4984.04	50.399	1.00716	181.058	0.199964	nan
11390	4984.04	50.3991	1.00749	181.031	0.205057	nan
11391	4984.04	50.3991	1.00787	180.999	0.210789	nan
11392	4984.03	50.3991	1.00833	180.96	0.218349	nan
11393	4984.03	50.3992	1.00892	180.907	0.230087	nan
11394	4984.03	50.3992	1.00953	180.855	0.24425	nan
11395	4984.03	50.3992	1.01011	180.807	0.257703	nan
11396	4984.03	50.3993	1.01062	180.769	0.267231	nan
11397	4984.03	50.3993	1.011	180.746	0.272778	nan
11398	4984.03	50.3994	1.01129	180.733	0.275404	nan
11399	4984.02	50.3994	1.01153	180.725	0.276206	nan
11400	4984.02	50.3994	1.01172	180.725	0.275763	nan
11401	4984.02	50.3995	1.01189	180.726	0.274515	nan
11402	4984.02	50.3995	1.01202	180.731	0.272686	nan
11403	4984.02	50.3995	1.01212	180.739	0.270324	nan
11404	4984.02	50.3996	1.01222	180.746	0.267937	nan
11405	4984.02	50.3996	1.0123	180.756	0.265148	nan
11406	4984.01	50.3996	1.01238	180.765	0.262419	nan
11407	4984.01	50.3997	1.01248	180.772	0.259448	nan
11408	4984.01	50.3997	1.01257	180.78	0.256355	nan
11409	4984.01	50.3997	1.01263	180.791	0.252935	nan
11410	4984.01	50.3998	1.01268	180.803	0.24975	nan
11411	4984.01	50.3998	1.01273	180.814	0.246588	nan
11412	4984.01	50.3998	1.01279	180.824	0.243597	nan
11413	4984.01	50.3999	1.01283	180.835	0.240542	nan
11414	4984	50.3999	1.01287	180.847	0.237363	nan
11415	4984	50.3999	1.01289	180.86	0.234287	nan
11416	4984	50.4	1.0129	180.873	0.231339	nan
11417	4984	50.4	1.01291	180.886	0.228574	nan
11418	4984	50.4	1.01292	180.899	0.225619	nan
11419	4984	50.4001	1.01293	180.911	0.222493	nan
11420	4984	50.4001	1.01294	180.924	0.219627	nan
11421	4983.99	50.4001	1.01293	180.937	0.216691	nan
11422	4983.99	50.4002	1.01291	180.952	0.213752	nan
11423	4983.99	50.4002	1.01289	180.965	0.210758	nan
11424	4983.99	50.4002	1.01285	180.981	0.207806	nan
11425	4983.99	50.4003	1.0128	180.996	0.204897	nan
11426	4983.99	50.4003	1.01277	181.01	0.20203	nan
11427	4983.99	50.4004	1.01272	181.025	0.199363	nan
11428	4983.98	50.4004	1.01269	181.037	0.197028	nan
11429	4983.98	50.4004	1.01265	181.05	0.194528	nan
